input,target,trial_id,task_id
"[34.0, 2.0, 0.7, 11.0]",fruits,0,0
"[28.0, 3.0, 0.9, 8.0]",fruits,1,0
"[40.0, 1.0, 0.5, 15.0]",fruits,2,0
"[31.0, 4.0, 0.8, 10.0]",fruits,3,0
"[36.0, 2.0, 0.6, 12.0]",fruits,4,0
"[44.0, 3.0, 0.7, 13.0]",fruits,5,0
"[25.0, 1.0, 0.9, 7.0]",fruits,6,0
"[39.0, 4.0, 0.5, 14.0]",fruits,7,0
"[29.0, 2.0, 0.8, 9.0]",fruits,8,0
"[42.0, 3.0, 0.6, 16.0]",fruits,9,0
"[24.0, 1.0, 0.7, 6.0]",fruits,10,0
"[35.0, 4.0, 0.9, 11.0]",fruits,11,0
"[26.0, 2.0, 0.5, 8.0]",fruits,12,0
"[43.0, 3.0, 0.8, 15.0]",fruits,13,0
"[33.0, 1.0, 0.6, 10.0]",fruits,14,0
"[38.0, 4.0, 0.7, 13.0]",fruits,15,0
"[27.0, 2.0, 0.9, 9.0]",fruits,16,0
"[41.0, 3.0, 0.5, 14.0]",fruits,17,0
"[30.0, 1.0, 0.8, 7.0]",fruits,18,0
"[45.0, 4.0, 0.6, 16.0]",fruits,19,0
"[23.0, 2.0, 0.7, 6.0]",fruits,20,0
"[32.0, 3.0, 0.9, 11.0]",fruits,21,0
"[48.0, 1.0, 0.5, 15.0]",fruits,22,0
"[37.0, 4.0, 0.8, 13.0]",fruits,23,0
"[50.0, 2.0, 0.6, 14.0]",fruits,24,0
"[46.0, 3.0, 0.7, 16.0]",fruits,25,0
"[22.0, 1.0, 0.9, 7.0]",fruits,26,0
"[49.0, 4.0, 0.5, 15.0]",fruits,27,0
"[34.0, 2.0, 0.8, 10.0]",fruits,28,0
"[51.0, 3.0, 0.6, 13.0]",fruits,29,0
"[20.0, 1.0, 0.7, 6.0]",fruits,30,0
"[36.0, 4.0, 0.9, 11.0]",fruits,31,0
"[52.0, 2.0, 0.5, 14.0]",fruits,32,0
"[47.0, 3.0, 0.8, 16.0]",fruits,33,0
"[21.0, 1.0, 0.6, 7.0]",fruits,34,0
"[53.0, 4.0, 0.7, 15.0]",fruits,35,0
"[25.0, 2.0, 0.9, 8.0]",fruits,36,0
"[38.0, 3.0, 0.5, 13.0]",fruits,37,0
"[54.0, 1.0, 0.8, 10.0]",fruits,38,0
"[26.0, 4.0, 0.6, 11.0]",fruits,39,0
"[55.0, 2.0, 0.7, 14.0]",fruits,40,0
"[29.0, 3.0, 0.9, 12.0]",fruits,41,0
"[39.0, 1.0, 0.5, 13.0]",fruits,42,0
"[27.0, 4.0, 0.8, 10.0]",fruits,43,0
"[56.0, 2.0, 0.6, 15.0]",fruits,44,0
"[30.0, 3.0, 0.7, 11.0]",fruits,45,0
"[40.0, 1.0, 0.9, 12.0]",fruits,46,0
"[28.0, 4.0, 0.5, 13.0]",fruits,47,0
"[57.0, 2.0, 0.8, 14.0]",fruits,48,0
"[31.0, 3.0, 0.6, 10.0]",fruits,49,0
"[41.0, 1.0, 0.7, 11.0]",fruits,50,0
"[42.0, 4.0, 0.9, 12.0]",fruits,51,0
"[32.0, 2.0, 0.5, 13.0]",fruits,52,0
"[58.0, 3.0, 0.8, 14.0]",fruits,53,0
"[33.0, 1.0, 0.6, 10.0]",fruits,54,0
"[43.0, 4.0, 0.7, 11.0]",fruits,55,0
"[34.0, 2.0, 0.9, 12.0]",fruits,56,0
"[44.0, 3.0, 0.5, 13.0]",fruits,57,0
"[35.0, 1.0, 0.8, 10.0]",fruits,58,0
"[59.0, 4.0, 0.6, 14.0]",fruits,59,0
"[60.0, 2.0, 0.7, 15.0]",vegetables,60,0
"[61.0, 3.0, 0.5, 16.0]",vegetables,61,0
"[62.0, 1.0, 0.9, 17.0]",vegetables,62,0
"[63.0, 4.0, 0.8, 18.0]",vegetables,63,0
"[64.0, 2.0, 0.6, 19.0]",vegetables,64,0
"[65.0, 3.0, 0.7, 20.0]",vegetables,65,0
"[66.0, 1.0, 0.5, 21.0]",vegetables,66,0
